record_id,submission_date,case_type,priority,old_predicted_days,optimized_predicted_days,actual_days,compliance_flag,bias_risk_score
1431,2023-03-19,Standard,High,344,22,40,0,0.07026381208885782
1432,2024-02-14,Standard,High,388,30,408,0,0.09322136888268664
1433,2024-07-27,Complex,Medium,376,19,349,0,0.006272609044706268
1434,2023-05-12,Complex,Medium,451,22,18,0,0.03932335567840376
1435,2024-08-23,Standard,Low,444,22,20,0,0.061464772488635536
1436,2025-01-18,Standard,Medium,388,33,16,0,0.07793093054519454
1437,2023-02-11,Standard,Low,555,22,31,0,0.09209311761005012
1438,2023-03-30,Standard,Low,388,14,18,0,4.973150531231152e-05
1439,2024-02-06,Standard,Medium,394,35,23,0,0.06277633826987776
1440,2023-10-23,Complex,Low,336,25,23,0,0.0006936925194663268
1441,2025-04-19,Standard,Medium,395,27,26,0,0.07872552875407968
1442,2023-10-22,Standard,Low,414,15,398,0,0.014966659701437136
1443,2024-09-07,Standard,Low,340,25,28,0,0.0894620639344526
1444,2024-06-09,Complex,Low,375,24,30,0,0.015512423574603874
1445,2025-03-10,Standard,Low,416,19,20,0,0.07643289819125801
1446,2024-11-21,Complex,Low,373,27,23,0,0.028930392781395167
1447,2024-09-28,Standard,Low,363,15,398,0,0.05572538818302541
1448,2024-02-26,Complex,Low,439,19,25,0,0.06084342351046323
1449,2025-05-14,Complex,Medium,335,30,19,0,0.020676064864713673
1450,2023-01-23,Standard,Low,345,20,27,0,0.029869688352605474
1451,2024-07-28,Standard,Medium,408,21,31,0,0.010750778243719152
1452,2023-05-23,Standard,Low,442,24,31,0,0.0005289005377082101
1453,2025-09-19,Standard,Medium,415,22,26,0,0.023946803851606316
1454,2024-10-26,Complex,Low,388,27,27,0,0.05160023558390371
1455,2023-05-25,Complex,Low,384,24,22,0,0.07135972594249815
1456,2023-08-13,Complex,Medium,450,16,19,0,0.07935596250919319
1457,2024-05-17,Complex,Low,442,20,23,0,0.00697659607366421
1458,2025-08-19,Standard,Medium,402,19,35,0,0.027241288654889142
1459,2025-08-31,Standard,Low,386,21,21,0,0.07702239787416645
1460,2025-03-31,Complex,High,401,24,26,0,0.0480868874917909
1461,2024-09-07,Standard,Low,363,25,25,0,0.01821869873265517
1462,2023-04-14,Complex,Low,392,12,22,0,0.03922140078964912
1463,2025-08-04,Standard,Medium,375,29,31,0,0.027003419089995595
1464,2023-02-08,Standard,Low,394,23,31,0,0.005065350525422086
1465,2025-08-04,Urgent,Medium,377,18,37,0,0.07636271455980685
1466,2023-07-17,Standard,Low,426,28,20,1,0.02916936609201587
1467,2024-10-07,Urgent,Medium,440,13,26,0,0.09451313279330596
1468,2024-08-01,Urgent,Low,381,16,391,0,0.08881250404460186
1469,2024-01-26,Complex,Medium,359,34,20,0,0.0716277480233708
1470,2023-06-28,Complex,Medium,435,24,20,0,0.03266343872263089
1471,2025-08-25,Standard,Low,409,20,354,0,0.02799235526810502
1472,2024-07-07,Complex,Low,381,24,369,0,0.04752714801584014
1473,2024-03-23,Standard,Low,468,23,19,0,0.03546025003276409
1474,2024-05-14,Standard,High,371,24,398,0,0.09011583240254599
1475,2023-01-15,Complex,Low,300,26,438,0,0.012349513928123458
1476,2024-09-14,Standard,Low,364,23,21,1,0.07244675756150425
1477,2024-10-30,Standard,Low,480,25,25,0,0.06108967943258578
1478,2023-10-16,Standard,Low,384,23,23,0,0.08063011913363678
1479,2024-04-22,Standard,Medium,374,19,22,0,0.054248732675020665
1480,2023-08-19,Complex,High,401,18,33,0,0.06295406776154769
1481,2025-07-11,Standard,Medium,450,30,31,0,0.09627406319664755
1482,2024-02-24,Urgent,Medium,395,27,24,0,0.009196155269916162
1483,2023-06-06,Complex,Medium,429,29,18,0,0.010486565881706334
1484,2024-07-03,Complex,Low,390,24,441,1,0.039360768472789756
1485,2024-03-16,Standard,Low,429,25,36,0,0.04727327934009928
1486,2023-04-07,Complex,Medium,409,23,30,0,0.019987204206266262
1487,2025-09-23,Standard,High,380,29,17,0,0.008266779698286887
1488,2024-02-15,Complex,Medium,412,22,23,0,0.002217625656415967
1489,2025-08-08,Standard,Low,372,19,20,0,0.07645922504458386
1490,2023-10-16,Complex,Low,331,26,19,0,0.04850573936638252
1491,2023-09-11,Urgent,Low,399,23,29,0,0.08434034298331691
1492,2023-07-15,Standard,High,335,25,414,0,0.03608372350385709
1493,2024-08-20,Standard,Medium,429,27,32,0,0.0703446130027975
1494,2025-04-13,Complex,Medium,398,21,392,0,0.04885205223631605
1495,2024-06-05,Standard,Low,471,22,23,0,0.061206999861319035
1496,2024-05-31,Complex,Medium,383,22,24,0,0.03701968411211154
1497,2024-09-26,Standard,Low,398,30,19,0,0.008116977044734075
1498,2025-04-21,Standard,Low,326,24,477,0,0.09473735822114755
1499,2025-05-14,Urgent,Medium,344,24,20,0,0.08360898529186143
1500,2023-04-28,Complex,Low,316,18,371,0,0.031189177315497398
1501,2025-03-16,Complex,Low,453,27,396,0,0.0958702935543944
1502,2025-06-27,Standard,Medium,377,26,8,0,0.0300488731415116
1503,2023-06-08,Complex,Medium,466,19,28,0,0.04429900202168703
1504,2025-03-25,Standard,Low,265,33,19,0,0.07551356606888772
1505,2023-08-16,Complex,Medium,477,25,27,0,0.03090042483323804
1506,2025-05-26,Complex,Low,396,20,21,1,0.03245079786357309
1507,2023-08-04,Standard,Medium,416,23,21,0,0.0410082158772667
1508,2025-08-05,Standard,Medium,346,22,18,0,0.046838935960266406
1509,2024-11-26,Standard,Medium,426,31,30,0,0.012361624181342769
1510,2023-01-15,Complex,Medium,381,28,32,0,0.0017491658019392897
1511,2023-06-06,Standard,Low,340,26,28,0,0.09191571928550542
1512,2024-10-09,Complex,Low,339,32,348,0,0.035318863202299315
1513,2023-09-18,Standard,Low,338,18,24,0,0.010168860155153737
1514,2023-06-06,Complex,Low,419,27,29,0,0.07591714021400439
1515,2023-02-16,Complex,Medium,368,26,23,0,0.02950606709978908
1516,2023-11-20,Standard,Low,317,22,452,0,0.018166407420144703
1517,2025-04-23,Standard,Low,418,22,378,0,0.09626110328606663
1518,2024-11-15,Standard,Low,291,28,28,0,0.09205428914541097
1519,2023-05-10,Complex,High,466,28,30,0,0.01057458579369902
1520,2024-02-15,Complex,Low,499,16,18,0,0.08992852098215548
1521,2023-04-05,Standard,Medium,334,33,19,0,0.08908675260032752
1522,2024-09-18,Complex,Low,452,29,23,0,0.06343745529184762
1523,2025-01-24,Standard,Low,417,22,26,0,0.05297380008901814
1524,2025-07-20,Standard,Low,374,20,20,0,0.021743851780130843
1525,2023-10-19,Urgent,Medium,377,29,24,0,0.012138427540586895
1526,2025-03-04,Standard,Medium,432,26,13,0,0.06063690509600313
1527,2025-03-21,Standard,Medium,398,27,27,0,0.08219572567228928
1528,2023-10-10,Standard,Low,270,26,28,0,0.06886438545425544
1529,2023-03-10,Standard,Low,503,30,31,0,0.018080042366735594
1530,2024-10-21,Standard,High,421,28,26,0,0.029001864025171
1531,2023-01-11,Standard,Low,397,21,22,0,0.05464175871895194
1532,2023-09-11,Complex,Medium,364,21,18,0,0.06249925175434623
1533,2025-04-21,Standard,Medium,390,25,19,0,0.00722526125073556
1534,2025-05-21,Standard,Low,463,35,474,0,0.0614051638244679
1535,2024-07-03,Standard,Medium,413,23,416,0,0.07363193948636228
1536,2023-05-14,Standard,Low,418,25,20,1,0.01813578486078259
1537,2024-12-12,Complex,Low,337,28,23,0,0.02462187150530625
1538,2023-01-23,Urgent,Low,382,21,15,0,0.025889659017871425
1539,2025-03-25,Standard,Medium,402,27,431,0,0.09398102525758548
1540,2023-12-12,Complex,Low,434,24,25,0,0.040701612078798945
1541,2023-10-29,Standard,Medium,379,30,25,0,0.05305714563845662
1542,2023-12-29,Standard,High,446,19,28,0,0.07243143497170242
1543,2024-01-31,Standard,Medium,342,35,437,0,0.03714602633869694
1544,2023-08-06,Standard,Medium,403,22,24,0,0.010555554694435499
1545,2023-05-21,Standard,Low,395,26,27,1,0.06543218707187207
1546,2024-09-07,Complex,Low,324,24,24,0,0.06672731665737257
1547,2025-08-15,Standard,Low,397,18,19,0,0.026054781500121405
1548,2023-07-29,Urgent,Medium,370,28,20,0,0.0035228909850721804
1549,2025-09-11,Standard,High,470,22,32,1,0.06653531542453765
1550,2025-09-19,Standard,High,379,26,40,0,0.07034255524482222
1551,2024-09-14,Complex,Medium,417,19,27,0,0.0026064892572764675
1552,2024-09-07,Standard,Medium,338,22,18,0,0.06931832684562178
1553,2025-04-07,Standard,Low,411,22,33,0,0.09389285690660726
1554,2024-11-13,Complex,Medium,379,26,21,0,0.01787852830141048
1555,2024-04-04,Urgent,Medium,361,25,26,0,0.052132375460194585
1556,2023-12-22,Complex,Low,541,23,23,0,0.0696776454708368
1557,2023-11-20,Complex,High,382,22,24,0,0.023007940211636782
1558,2023-05-13,Complex,Low,389,25,21,0,0.07515488916625472
1559,2025-06-06,Urgent,Medium,445,24,30,0,0.08680884296380853
1560,2025-03-15,Standard,Medium,361,24,23,0,0.08145509607698326
1561,2025-04-19,Standard,High,420,33,368,0,0.025889891559435142
1562,2023-05-07,Standard,Low,425,26,26,0,0.08042164408350876
1563,2023-04-16,Standard,Medium,412,33,23,0,0.04133432444023837
1564,2024-08-26,Complex,Medium,514,23,16,0,0.026646342482224583
1565,2025-03-09,Complex,Low,359,23,19,0,0.016797146717492686
1566,2024-01-13,Standard,Medium,476,21,27,0,0.09089814425066871
1567,2025-06-23,Standard,Medium,423,25,25,0,0.042689754151662776
1568,2023-02-20,Complex,Medium,445,22,19,0,0.08657311868828067
1569,2023-01-29,Standard,Low,417,21,24,0,0.015954498892979296
1570,2024-04-06,Complex,Low,493,14,25,0,0.07669934661531189
1571,2023-10-23,Standard,Medium,383,31,26,0,0.01100133477898897
1572,2023-10-24,Standard,Low,424,22,33,0,0.0017564946079942747
1573,2024-12-26,Standard,Low,465,31,12,0,0.09950493077264129
1574,2025-02-17,Standard,High,372,23,30,0,0.007353733325699097
1575,2024-02-11,Complex,Medium,450,27,25,0,0.04615404520628346
1576,2025-02-07,Urgent,Medium,399,24,18,0,0.0878385382930131
1577,2025-03-24,Complex,Low,338,26,24,0,0.08193795480657569
1578,2024-09-04,Standard,Low,327,18,441,0,0.047117571295560816
1579,2024-02-09,Standard,Low,395,29,357,0,0.0610848506673449
1580,2023-12-12,Complex,Low,449,22,416,0,0.06297061516628193
1581,2024-09-13,Complex,Medium,296,28,453,0,0.010982498301065569
1582,2024-02-24,Standard,Medium,410,16,17,0,0.028490409433964636
1583,2023-07-01,Standard,Low,444,20,25,0,0.03009831611810966
1584,2025-09-09,Complex,Low,336,25,25,0,0.037812815053466856
1585,2025-04-04,Standard,Low,368,23,28,0,0.027391753514597286
1586,2023-01-01,Standard,Low,428,26,26,0,0.025149846146132263
1587,2025-04-10,Standard,Low,442,25,28,0,0.03547855127184657
1588,2025-08-07,Standard,High,480,33,402,0,0.037922650790318195
1589,2024-07-20,Complex,Medium,370,26,32,0,0.04872240567586614
1590,2024-01-06,Urgent,Medium,359,21,505,0,0.017353540214828957
1591,2025-07-24,Standard,Low,482,22,21,0,0.07883366635189698
1592,2025-06-29,Standard,High,362,30,20,0,0.086066770037064
1593,2024-10-22,Standard,Medium,425,16,27,0,0.024816488349058176
1594,2024-03-06,Standard,Medium,509,26,16,0,0.012330072711791507
1595,2025-08-26,Standard,Low,437,18,20,0,0.07223119812634453
1596,2023-11-05,Complex,High,439,29,18,0,0.09242451227229344
1597,2023-05-17,Standard,Medium,463,21,23,0,0.0035148339172960674
1598,2023-07-21,Standard,Medium,426,26,21,1,0.00144359790343207
1599,2024-03-11,Standard,Low,439,24,20,0,0.018342546138433658
1600,2023-11-09,Standard,Low,382,17,285,0,0.06847924853079367
1601,2023-04-27,Standard,Low,457,27,20,0,0.09647810078308917
1602,2024-10-27,Standard,Low,420,20,18,0,0.07503809551593263
1603,2025-07-25,Urgent,Medium,326,28,26,1,0.05730326003652615
1604,2025-03-13,Standard,Low,412,18,29,0,0.07005493928755478
1605,2024-07-28,Standard,Low,291,25,26,0,0.023069831129218923
1606,2023-09-01,Complex,Low,435,24,30,0,0.06885519480651206
1607,2024-06-20,Urgent,Low,388,20,424,0,0.03214449534786425
1608,2024-08-24,Standard,Low,495,30,20,0,0.022242213283267833
1609,2023-03-16,Complex,Medium,424,24,363,0,0.02365559985123017
1610,2025-03-16,Standard,Medium,446,21,26,0,0.06677877518561463
1611,2024-01-21,Standard,Low,347,25,24,0,0.07672257222002919
1612,2025-06-21,Standard,Low,434,16,23,0,0.058180211055854705
1613,2023-07-29,Complex,Low,367,36,18,0,0.006385526139255882
1614,2024-04-19,Complex,Low,454,18,10,0,0.0038009333705462003
1615,2024-02-22,Standard,Medium,344,26,26,0,0.021716685007817073
1616,2023-12-13,Standard,Medium,405,24,28,0,0.028646870242398516
1617,2024-06-12,Complex,Medium,342,29,21,0,0.04048198928411846
1618,2024-10-01,Standard,Medium,406,24,21,0,0.007602807736940331
1619,2025-07-27,Standard,Low,501,20,20,0,0.07251587659423253
1620,2025-08-12,Complex,High,436,14,22,0,0.07114981587134916
1621,2025-05-25,Complex,Medium,398,15,29,0,0.03466775936576399
1622,2025-02-01,Complex,High,276,22,19,0,0.05630025243684105
1623,2023-06-28,Complex,Low,373,30,27,0,0.010091594436889307
1624,2023-07-01,Standard,High,423,15,21,0,0.04152186428001058
1625,2024-10-25,Complex,Medium,374,33,467,0,0.08575647574800557
1626,2023-01-25,Complex,Medium,471,29,22,0,0.06606224631215976
1627,2025-08-24,Standard,Low,403,17,32,0,0.01039437756738808
1628,2023-06-29,Standard,Medium,453,18,20,0,0.08475780312173548
1629,2024-12-10,Standard,High,410,19,22,0,0.06806962294190494
1630,2024-05-15,Standard,Medium,386,25,381,1,0.04530562940859237
1631,2025-05-05,Complex,Medium,376,23,24,0,0.06920910390131473
1632,2023-06-10,Complex,High,349,23,31,0,0.01728202554303193
1633,2023-06-26,Standard,Low,454,21,20,0,0.055048647027254864
1634,2023-10-12,Standard,Medium,378,24,24,0,0.061792700356552765
1635,2023-03-04,Urgent,Low,426,28,27,0,0.0927744822943114
1636,2024-10-23,Standard,High,373,23,392,0,0.006689171080164125
1637,2024-10-27,Standard,Low,345,20,376,0,0.03747827142608489
1638,2023-06-05,Standard,Medium,427,28,28,0,0.09368147099309336
1639,2025-05-31,Standard,Medium,362,22,21,0,0.021722105512859326
1640,2024-04-13,Standard,Medium,379,26,23,0,0.08132003283226635
1641,2023-02-18,Standard,Medium,337,23,18,0,0.00016055349594957803
1642,2025-08-24,Standard,High,375,29,28,0,0.0025884069847485593
1643,2025-04-28,Standard,High,401,30,24,0,0.032762288525311725
1644,2023-03-25,Standard,Low,385,29,21,0,0.07685037108302727
1645,2023-12-27,Standard,Low,440,21,22,0,0.01041434692351091
1646,2024-11-19,Complex,Low,407,21,23,0,0.0382853643628118
1647,2023-05-28,Complex,Low,554,28,435,0,0.013146816872949541
1648,2024-09-21,Standard,Medium,421,23,20,0,0.022359356944140818
1649,2023-12-08,Standard,High,313,23,422,0,0.050299419212859776
1650,2024-04-20,Complex,Medium,389,20,22,0,0.03191387419592118
1651,2023-03-04,Standard,Low,393,31,24,0,0.021191264598008266
1652,2024-12-01,Standard,Low,369,29,32,0,0.039349698108692745
1653,2023-12-26,Complex,Medium,403,23,19,0,0.0701054964273631
1654,2024-07-14,Complex,Medium,367,20,15,0,0.01194181066009884
1655,2023-11-23,Complex,Low,416,20,526,0,0.047959444536075785
1656,2025-02-07,Standard,Medium,304,24,19,0,0.027471970861393958
1657,2025-01-05,Complex,High,457,25,31,0,0.037862087353995655
1658,2023-05-21,Standard,Low,321,19,30,0,0.0821555178908193
1659,2025-09-16,Complex,Medium,386,17,315,0,0.09297299797044285
1660,2023-08-03,Standard,Low,363,24,30,0,0.024297790512095976
1661,2024-03-10,Standard,Medium,415,28,14,0,0.06299709568294902
1662,2025-06-09,Complex,Low,390,24,445,0,0.06766772798671726
1663,2025-08-09,Standard,Low,412,22,25,0,0.08424859989824328
1664,2024-12-23,Standard,High,455,18,22,0,0.08990424685011968
1665,2023-11-14,Urgent,Low,438,20,20,0,0.0467991797534026
1666,2023-02-01,Standard,Medium,401,28,28,0,0.09825756452485002
1667,2024-10-31,Standard,Low,422,17,459,0,0.09708289735970631
1668,2023-10-12,Standard,Low,498,32,29,0,0.05064679708384689
1669,2023-11-01,Complex,Low,440,24,22,0,0.05420321206468842
1670,2024-03-04,Complex,Low,385,16,514,0,0.06677498395508989
1671,2024-04-21,Standard,Medium,463,26,31,0,0.03738161442197936
1672,2023-10-13,Complex,Low,419,26,421,0,0.06620439139103111
1673,2023-05-24,Standard,Medium,351,21,23,0,0.051428539365470864
1674,2024-02-28,Complex,Medium,390,28,19,0,0.00354367657772392
1675,2023-01-19,Standard,Medium,326,20,32,0,0.0852728936676751
1676,2023-01-18,Standard,Low,285,27,371,0,0.09404458011570085
1677,2025-02-07,Urgent,High,352,23,25,0,0.0026229078546995857
1678,2024-08-12,Standard,Low,406,22,375,0,0.07892618188072852
1679,2024-01-06,Standard,Low,406,30,23,0,0.03858132609410273
1680,2023-06-24,Standard,Low,329,28,23,0,0.05856318000289243
1681,2023-07-13,Urgent,Low,281,18,24,0,0.04999949469607158
1682,2024-05-16,Standard,Low,473,25,17,0,0.05513106508330471
1683,2025-09-14,Standard,Medium,404,33,27,0,0.04951863047580845
1684,2023-04-23,Standard,Low,477,30,465,0,0.08533753714878757
1685,2023-04-24,Standard,Low,474,19,22,0,0.06835066846953113
1686,2023-08-10,Standard,Medium,436,31,24,0,0.041263725554582756
1687,2024-11-08,Complex,Low,402,28,352,0,0.0688568581150549
1688,2025-08-04,Urgent,Low,380,18,26,0,0.09650478190838814
1689,2025-04-10,Standard,Low,435,25,380,1,0.008030826205343266
1690,2024-10-05,Standard,Medium,392,26,29,0,0.03880899715580571
1691,2025-06-15,Standard,Low,370,18,19,0,0.08704540323237958
1692,2023-09-21,Standard,Low,295,27,23,0,0.07390551108114733
1693,2025-07-13,Complex,Medium,395,36,18,0,0.09349288894483516
1694,2023-02-24,Standard,Medium,454,30,28,0,0.003980988762323923
1695,2025-05-20,Standard,Medium,462,24,439,0,0.08627756092127871
1696,2024-10-04,Complex,Medium,402,22,330,0,0.07917987699548719
1697,2025-03-10,Standard,Low,355,25,23,0,0.08150390160823728
1698,2025-02-16,Complex,Low,445,19,450,1,0.05972627281121508
1699,2024-04-02,Standard,Low,399,21,26,0,0.005191703512060575
1700,2025-09-05,Complex,Low,381,14,425,0,0.053912992895083646
1701,2025-05-27,Urgent,Low,327,26,23,0,0.040775113698986704
1702,2023-06-11,Complex,Low,505,22,23,0,0.052704175265184505
1703,2024-01-15,Urgent,Medium,436,27,8,0,0.0740295973621342
1704,2025-09-19,Standard,Medium,442,24,21,0,0.05959606345117609
1705,2023-03-28,Standard,Low,356,18,31,0,0.029256288985929024
1706,2023-02-24,Complex,Medium,403,25,26,1,0.059950734307042154
1707,2024-04-20,Standard,Low,395,20,18,0,0.008313844308102437
1708,2025-03-10,Standard,Low,439,32,22,1,0.0005365991217319843
1709,2023-06-27,Standard,Medium,467,19,381,0,0.04015280272925481
1710,2024-01-26,Standard,Low,328,21,29,0,0.07571863610907356
1711,2023-12-15,Standard,Low,346,18,28,0,0.08226342309888385
1712,2023-01-08,Standard,Low,432,18,20,0,0.05498393133074954
1713,2025-04-12,Complex,High,374,24,24,0,0.08680068862751052
1714,2023-11-09,Standard,Medium,440,17,18,0,0.012591485056277763
1715,2025-01-28,Standard,Low,381,23,20,0,0.09641058553017406
1716,2025-04-14,Standard,Medium,337,26,21,0,0.09217603365078189
1717,2025-09-10,Standard,Medium,312,21,20,0,0.05992372504977761
1718,2025-09-09,Complex,Medium,424,12,25,0,0.0058722124034302995
1719,2024-03-18,Standard,Medium,425,30,420,0,0.04542028628088066
1720,2025-02-05,Standard,Low,448,25,23,0,0.017927296112248636
1721,2023-11-24,Complex,Low,416,25,18,0,0.06284252684106753
1722,2023-02-23,Standard,Medium,212,22,25,0,0.01899651946902786
1723,2025-01-30,Standard,Medium,425,28,25,0,0.04817976604241319
1724,2023-08-27,Standard,Medium,327,28,23,0,0.020562692686019002
1725,2023-08-17,Urgent,Medium,306,29,33,0,0.01818451303290187
1726,2024-08-01,Standard,High,300,25,25,0,0.024792357594204218
1727,2023-02-20,Standard,High,295,17,26,0,0.002919645551599304
1728,2024-08-31,Standard,Medium,413,26,12,0,0.07161149273798656
1729,2024-08-26,Standard,Medium,363,25,19,0,0.030672637635006973
1730,2023-09-21,Standard,High,324,21,26,0,0.06981080539383804
1731,2024-02-22,Standard,Low,401,19,25,0,0.0653478218434347
1732,2025-03-13,Standard,Low,344,26,22,0,0.006611265862318661
1733,2023-04-06,Urgent,Low,449,23,26,0,0.031203475812333403
1734,2023-03-29,Complex,Medium,472,22,28,0,0.05668605333081277
1735,2023-03-19,Standard,Medium,389,32,21,0,0.09184011939896083
1736,2023-10-15,Complex,Medium,468,27,20,0,0.04013197104485024
1737,2023-04-30,Standard,Low,468,26,22,0,0.050479154521541426
1738,2025-03-24,Standard,Low,404,30,26,0,0.07501588035003506
1739,2024-05-05,Complex,Medium,486,25,21,0,0.0803295473815363
1740,2025-06-30,Complex,Low,368,20,350,0,0.09233405036867613
1741,2024-03-27,Complex,Low,302,22,21,0,0.04971894373445728
1742,2024-05-14,Standard,Low,322,27,21,0,0.01938379295018654
1743,2023-06-14,Urgent,Low,366,27,35,0,0.07644212298010605
1744,2023-07-01,Standard,Medium,426,26,17,0,0.012557526460536995
1745,2024-04-13,Complex,Low,342,18,27,0,0.04183423121726104
1746,2025-06-28,Urgent,Medium,366,28,14,0,0.0628213049852017
1747,2025-01-04,Standard,Low,337,23,27,0,0.0691856186437074
1748,2025-04-02,Complex,Medium,367,26,37,0,0.0733027717215927
1749,2025-08-01,Standard,Low,467,19,29,0,0.01935323915404188
1750,2025-09-04,Standard,Medium,417,33,404,0,0.09816492013720507
1751,2023-01-07,Standard,Medium,371,25,397,1,0.017841857661896
1752,2023-11-26,Standard,Low,461,21,28,0,0.009607340525621656
1753,2025-02-13,Urgent,Medium,401,27,25,0,0.06640504019288651
1754,2024-11-03,Complex,Medium,406,28,34,0,0.09099999998565861
1755,2023-05-31,Standard,Low,457,27,18,0,0.05593837164993627
1756,2023-03-26,Complex,Low,382,19,29,0,0.05954824345147394
1757,2023-05-27,Urgent,High,445,29,26,0,0.053848474793431904
1758,2024-09-15,Standard,Medium,442,22,19,1,0.004274819409288921
1759,2024-01-16,Urgent,Low,392,23,310,0,0.06813115724933623
1760,2025-07-03,Standard,Low,330,12,414,0,0.03581991205434733
1761,2024-07-01,Complex,Medium,400,21,7,1,0.09356737953134527
1762,2023-10-12,Standard,Medium,456,21,387,0,0.018679004754861384
1763,2024-11-30,Standard,Medium,440,26,22,0,0.030211578171628062
1764,2023-03-23,Standard,Low,485,21,24,0,0.05048547488820471
1765,2024-05-28,Complex,Medium,375,15,17,0,0.04773550436190092
1766,2025-06-15,Standard,Low,438,25,22,0,0.04003047416794543
1767,2025-03-25,Standard,Low,349,22,25,1,0.031440293768728825
1768,2024-12-09,Standard,Medium,410,20,459,0,0.014718473659918352
1769,2025-07-04,Urgent,High,455,24,18,0,0.08209218728736056
1770,2024-06-06,Standard,Low,445,15,20,0,0.04487697872721846
1771,2025-01-15,Standard,Low,405,27,30,1,0.057295655909905846
1772,2024-01-21,Standard,Medium,386,23,15,0,0.0546552863635768
1773,2024-12-07,Standard,Medium,350,22,406,0,0.057548894664820396
1774,2024-04-15,Complex,Medium,388,28,30,0,0.07048403718446836
1775,2023-04-29,Complex,Medium,334,21,22,0,0.06293809950402374
1776,2024-01-31,Standard,Low,382,25,26,0,0.027390291739856455
1777,2024-06-15,Standard,High,309,23,20,0,0.05537099260326105
1778,2023-09-18,Complex,Medium,334,40,25,0,0.024451290554094618
1779,2025-03-15,Standard,Medium,442,26,35,0,0.058883645990813506
1780,2025-07-22,Complex,Medium,437,18,341,0,0.043193462020243135
1781,2023-09-13,Complex,Medium,385,32,415,0,0.0039418378296590785
1782,2025-01-03,Complex,Low,403,29,410,0,0.07339856873683007
1783,2025-06-23,Standard,Low,409,24,22,0,0.027466641773699497
1784,2023-08-14,Standard,Medium,423,21,405,0,0.0920194355133817
1785,2023-02-22,Urgent,Low,417,17,27,0,0.02805572416618366
1786,2025-07-28,Standard,Low,333,26,328,0,0.09966227431351714
1787,2025-05-16,Complex,Medium,277,20,422,0,0.04629511678071229
1788,2024-05-14,Standard,Medium,349,19,390,0,0.002640731958905307
1789,2024-05-20,Complex,Low,392,27,348,0,0.0076268981836512435
1790,2025-05-03,Standard,Medium,448,31,26,0,0.00820880157305689
1791,2023-12-30,Standard,Medium,411,21,27,0,0.005621442100679464
1792,2023-10-07,Standard,Medium,426,28,20,0,0.02677893996705798
1793,2024-08-15,Complex,Medium,355,25,19,0,0.03245888291499839
1794,2024-12-14,Complex,Low,396,25,15,0,0.011128586410051067
1795,2023-06-07,Standard,Low,403,19,22,0,0.043813148480138654
1796,2024-09-23,Standard,Low,362,22,30,0,0.03653508216842545
1797,2023-02-28,Complex,Medium,346,18,27,0,0.06363239958202986
1798,2024-12-27,Standard,Medium,388,17,413,0,0.01958645595018137
1799,2023-05-08,Standard,Medium,433,26,20,0,0.09139854902173401
1800,2025-01-05,Standard,Medium,354,21,23,0,0.05159907788077633
1801,2024-12-21,Standard,Medium,389,19,14,0,0.06237330394828175
1802,2025-05-31,Standard,Medium,467,17,368,0,0.003952033840042335
1803,2023-04-25,Standard,Low,374,16,30,0,0.055908869886735185
1804,2023-07-28,Standard,Low,400,14,18,1,0.03681002045116501
1805,2024-06-09,Standard,Medium,394,24,370,1,0.09241720488153284
1806,2024-06-04,Standard,Low,390,10,22,0,0.08856433155478566
1807,2024-07-05,Standard,Low,483,26,18,0,0.0637648700021717
1808,2025-08-19,Standard,Medium,415,26,22,0,0.07678513508057419
1809,2023-08-25,Complex,Low,321,23,27,0,0.06445931571159427
1810,2023-10-08,Standard,Medium,476,24,23,0,0.0016968111607436943
1811,2023-12-25,Standard,Low,413,22,21,0,0.07031265446731676
1812,2023-07-20,Standard,Low,381,25,26,0,0.01770907638436947
1813,2025-01-27,Standard,Low,467,25,27,0,0.06825709549702197
1814,2023-10-05,Standard,Medium,361,30,23,0,0.0010506784230170819
1815,2023-08-23,Standard,Low,485,31,22,0,0.03109068083924084
1816,2024-05-08,Complex,Medium,404,31,364,0,0.05169279790741826
1817,2023-01-04,Standard,Medium,450,20,26,0,0.03331706003607783
1818,2024-10-27,Urgent,High,553,27,390,0,0.06939872520300648
1819,2024-03-17,Standard,Low,409,26,20,0,0.05227095387504458
1820,2023-01-29,Standard,Low,395,20,23,0,0.09596673809616853
1821,2023-04-19,Standard,Medium,346,19,20,0,0.03578124235109036
1822,2024-09-01,Standard,High,393,22,25,0,0.07218593315507839
1823,2024-12-27,Standard,High,348,18,24,0,0.08358416644219926
1824,2025-03-15,Complex,Low,390,17,36,0,0.02536177871094754
1825,2023-03-16,Standard,Medium,544,26,20,0,0.07541314757949205
1826,2025-04-17,Urgent,Low,405,24,23,0,0.039331399998299515
1827,2023-05-26,Complex,Low,372,24,404,0,0.012872715163324645
1828,2023-05-08,Standard,Low,389,28,427,0,0.0003647077432513357
1829,2025-05-02,Standard,Low,379,23,32,0,0.0743757552637125
1830,2023-02-11,Standard,Low,452,28,16,0,0.018624407887843777
1831,2023-12-22,Standard,Low,395,20,23,0,0.005119363421032553
1832,2023-02-10,Standard,Medium,480,20,24,0,0.04972090875396412
1833,2025-07-22,Standard,Low,384,24,22,1,0.03466980346294162
1834,2023-02-03,Standard,Medium,387,34,426,0,0.06918067044767164
